Image,Total_Boxes,Retained_Boxes,Avg_Conf,Japanese_Text
tr_img_06962,0,0,0.0000,""
tr_img_06963,10,6,0.9033,"ふ | ブレミン | と6"
tr_img_06964,4,4,0.8931,"人松町10-10 | 久松小正門前"
tr_img_06965,0,0,0.0000,""
tr_img_06966,13,12,0.9332,"代々木四丁目 | 五新宿案内 | NTT新宿本社ビル | 東京オペラシテ"
tr_img_06967,3,3,0.9119,"つ"
tr_img_06968,2,2,0.9503,"中の島1条3丁目"
tr_img_06969,9,8,0.9568,"墨田区内術環バス | すみだ百景 | すみまるくん | きんしちょうえままたぐち"
tr_img_06970,3,3,0.8297,"とんク一の | デリバリー | お博ち帰り専門店"
tr_img_06971,3,1,0.7307,"地義尊煎餅"
tr_img_06972,5,2,0.9704,"ゴルフ練習場前 | 行先"
tr_img_06973,1,0,0.0000,""
tr_img_06974,0,0,0.0000,""
tr_img_06975,0,0,0.0000,""
tr_img_06976,4,3,0.8887,"手苦り惣菜弁当 | 電話011-512-3432"
tr_img_06977,2,2,0.8619,"次世代高画賀技術"
tr_img_06978,23,22,0.9201,"6番線 | 新幹線 | 名古屋京都・新大阪方面 | ひかり号こだま号 | /番線 | 新横浜・品川東京方圓"
tr_img_06979,8,5,0.9277,"神奈川県宅地建物取引業協会 | 社団法人 | 全国宅地建物取引 | 業保証協会神奈川本部"
tr_img_06980,5,4,0.8828,"自転車置場 | ぶ通いリ | 歯科医院"
tr_img_06981,4,4,0.9811,"中原区 | 木月 | 1丁目"
tr_img_06982,71,66,0.9418,"井不動産リアル元イ札幌株式会社 | 三井のı | リパ一ク | 札幌南 | 2西6 | 通常料金 | 最大料金 | ご利用の際は場内約献のルルとマサーを守ってくたさい | 600円 | 全日 | 一 | CRED山! | レジット | 300円 | 60分/300円 | 月木 | 金土日祝 | は適用ありません。 | キヤンペーン中 | 00円 | 60分/100 | 全 | 日 | 夜間料金が | 得です | 住まいの売却・購入賃貸は | リパ一ク | 法人専崖 | 後仏 | 駐車場用地募集中 | ビジネスカード | 精算サービス | 会員募集中!! | 駐車場管理はお任せください。 | 土地の有効活用、 | メリント1 | 現金立替不要! | 三井不動産リアルテイ札幌株式会社 | 経理処理の手間削減！ | メリット2 | 月ごとの一括請求! | テスク専用グイヤル"
tr_img_06983,4,2,0.7820,"シラーメン様"
tr_img_06984,3,3,0.9450,"川寺市中原区木月 | 高山 | 貞一"
tr_img_06985,1,1,0.9758,"ご案内"
tr_img_06986,3,3,0.7513,""
tr_img_06987,5,4,0.8943,"宅添橋 | 行先 | 山・川駅 | おま橋"
tr_img_06988,1,1,0.9996,"休診中"
tr_img_06989,3,2,0.9170,"江戸の賑わい | 人形町通り"
tr_img_06990,2,2,0.8184,"中の島1条2工目"
tr_img_06991,0,0,0.0000,""
tr_img_06992,0,0,0.0000,""
tr_img_06993,5,5,0.8894,"区"
tr_img_06994,10,9,0.9767,"保 | 清水港"
tr_img_06995,2,1,0.9790,""
tr_img_06996,4,4,0.9015,"地 | 三田駅"
tr_img_06997,0,0,0.0000,""
tr_img_06998,6,5,0.9376,"港 | SHiBス"
tr_img_06999,7,7,0.9626,"慣れ親しんだそろばんを再び始めてみませんか？ | 随時入会司 | 見学- 体験随時可能 | 新規会員募集 | 継続講座 | 頭の活性化で記憶力を高める | 大人のトしそろばん"
tr_img_07000,0,0,0.0000,""
