Image,Total_Boxes,Avg_Conf,Japanese_Texts
tr_img_06617,2,0.8197,"関東近交部 (0.761) | TDR-東京 (0.879)"
tr_img_06618,39,0.9078,"夕イムズ南13西5 (0.963) | 月金曜 (1.000) | 土日祝 (0.981) | 当日24時まで (0.998) | 当日24時まで (1.000) | 成大料金 (0.592) | 100円 (0.978) | 1,000円 (0.928) | 基本粉金 (0.617) | 60分 (0.859) | 200円 (1.000) | 300円 (1.000) | ×2千円5千円 (0.788) | 1万円札使用できます。 (0.956) | 駐車券の紛失にはくれくれもご注意下さい。紛失された場合は当社規定の駐車料金をいただきます (0.959) | 入場の方法 (1.000) | 駐車券発行機の前で (0.991) | 停車して下さい。 (0.919) | ボタンを押して (0.998) | 駐車券をお取り (0.995) | 下さい。 (0.985) | ゲートが開き (0.994) | 入場できます。 (0.998) | 0に (0.679) | ネツトなどに近つけないで下さい (0.922) | 詳車券の紛笑についで (0.879) | 切責任を負いませんて (0.918) | 当は (0.949) | トラブルの際は、緊急電話にてご連絡下さい、ご4時間係員が対応します。 (0.966) | ご不明点はこちらまでご連絡下さい。 (0.972) | タイムズサ (0.991) | ービス株武会社 (0.908) | でで (0.668)"
tr_img_06619,4,0.8751,"電源回線異常 (0.914) | 取消 (1.000) | 確認 (0.996)"
tr_img_06620,7,0.8495,"テナント (0.919) | 朝集 (0.653) | 8例11 (0.633)"
tr_img_06621,43,0.9368,"あなたの声かけ」が (0.986) | しゃない (0.903) | 駅や車内を快適にする (0.981) | 声をかけるという思いやり (0.994) | それが、困っている方のサポートにない (0.964) | `心地よい駅や車内づくりにもつながります (0.942) | あなたの声かけ」を (0.996) | 、必要としている人がいます (0.982) | 「何かお因いですか」 (0.861) | 音導犬を連れた方、 (0.781) | 止まつてください!」 (0.921) | 車いすをこ利用のお客さまには (0.961) | お声かけ自体がサポートです (0.980) | 危険を感じたらす (0.953) | ぐ呼びかけを (0.969) | 安心につながるサポートを (0.957) | 優先席を必要とされている (0.993) | お国りの外国人には (0.931) | お国リの方にはひと声を (0.897) | お客さまにはとうそ山のひと言を。 (0.925) | 」のひと声を (0.822) | 急いやリのｌ声かけ」が、誰かのサポートになる。 (0.922) | 声かけ・サポートコ運動、はじめています。 (0.955) | 東目本旅客鉄道株式会社 (0.956) | 東武鉄道株式会社 (0.993) | 西武鉄道株式会社 (0.999) | 京成配鉄株式会社 (0.935) | 京王聖鉄株式会社 (0.870) | 小田急電鉄株式会社 (0.989) | 東京急行配鉄株式会社 (0.938) | 京浜急行電鉄株式会社 (0.997) | 東京地下鉄株式会社 (0.977) | 相模鉄道株式会社 (0.992) | 新京成電鉄株式会社 (0.994) | 東京都交通局 (0.998) | ル株式会社 (0.986) | 東京モレ (0.988) | 一般社団法人 (0.999) | 日本民営鉄道協会 (0.968) | 後授：国土交通省 (0.874)"
tr_img_06622,2,0.8091,"入口 (1.000)"
tr_img_06623,1,0.6045,"ココヘス (0.604)"
tr_img_06624,6,0.9539,"ダイエット (0.985) | 本型維持 (0.998) | 運動不足等 (0.927) | お気軽に二相談 (0.925) | 下さい。 (0.892) | 予約優先 (0.996)"
tr_img_06625,0,0.0000,""
tr_img_06626,6,0.6831,"アトレ秋葉鹿3 (0.739) | し (0.524) | 喫煙席 (0.695) | WAしH (0.503)"
tr_img_06627,5,0.9288,"8km以下 (0.968) | 高さ制限2,1M (0.877)"
tr_img_06628,6,0.9818,"幌平橋 (0.998) | 中の島 (1.000) | 次は中島公園 (1.000)"
tr_img_06629,7,0.9000,"浜松 (1.000) | 藤枝 (0.997)"
tr_img_06630,3,0.9169,"当店の精米は (0.969) | 国産来を (0.883) | 更用してます (0.898)"
tr_img_06631,1,0.9873,"太田 (0.987)"
tr_img_06632,1,0.6782,"シホ皇クリーニング (0.678)"
tr_img_06633,5,0.7669,"井印ム下北浪 (0.550) | やャンヘーン (0.598) | 20161117木) (0.899) | シモキタ好きおススメの (0.999)"
tr_img_06634,12,0.8872,"船橋津田沼千葉方面 (0.985) | 総武線(特急快速 (0.971) | 女速 (0.582) | 道田酒 (0.555)"
tr_img_06635,0,0.0000,""
tr_img_06636,8,0.8346,"J0TETSし (0.681) | ばつてつ (0.511) | 水車町5丁目 (0.979) | イワクラホーム前 (0.993)"
tr_img_06637,6,0.8585,"ここは (0.999) | 設園個店 (0.580) | 16・3 (0.988) | 北電興業(株投し (0.768)"
tr_img_06638,2,0.5774,"本家のス (0.509) | 業してます (0.646)"
tr_img_06639,11,0.8694,"お手洗 (0.999) | レストラン街(アステイ東館 (0.996) | 川 (0.522) | ショッピング街( (0.959) | (パルシエ食彩館) (0.938) | クイクメッセ母ム (0.510)"
tr_img_06640,1,0.5662,"ゆいま一て (0.566)"
tr_img_06641,3,0.8330,"上丁一丁目 (0.633)"
tr_img_06642,8,0.8797,"世田谷区 (0.880) | 商田五丁目9 (0.751) | 給 (0.966) | 田502 (0.670) | 号 (0.957)"
tr_img_06643,1,0.6695,"王北瞿日定休目 (0.669)"
tr_img_06644,7,0.8459,"調布市 (0.510) | 親ヶ丁丁目 (0.608)"
tr_img_06645,4,0.9711,"募集! (0.979)"
tr_img_06646,2,0.9430,"中の島1条3丁目 (0.980)"
tr_img_06647,2,0.9226,"南13条西7丁目 (0.846)"
tr_img_06648,10,0.9367,"親9時 (0.753) | まで受仁 (0.897) | 火水木金土日祝 (0.905) | 施術時間 (0.999) | 午前 (0.999) | 午後 (0.999)"
tr_img_06649,4,0.9875,"中原区 (0.999) | 木月 (0.956) | 2丁目 (0.996)"
tr_img_06650,0,0.0000,""
tr_img_06651,0,0.0000,""
tr_img_06652,0,0.0000,""
tr_img_06653,3,0.9382,"電話番号 (1.000) | 年内ＰＭ８時まで営業 (0.904)"
tr_img_06654,3,0.8177,"おかべ (0.780)"
tr_img_06655,3,0.7585,"高さ制限 (0.962)"
tr_img_06656,4,0.9666,"日本橋 (1.000) | 人形町 (0.955) | 二丁目 (0.916)"
tr_img_06657,2,0.8574,"芦花公園尺 (0.815)"
tr_img_06658,2,0.9244,"南13条西14目 (0.935)"
tr_img_06659,5,0.9874,"自動体外式除細動器 (0.981) | 設置しています (0.994)"
tr_img_06660,2,0.9632,"中の島1条3丁目 (0.930)"
tr_img_06661,4,0.9408,"中原区 (0.995) | 木月 (0.995) | 3丁目 (0.775)"
tr_img_06662,2,0.9003,"帰社に・すつと・まつすく (0.833) | ツクイ (0.968)"
tr_img_06663,6,0.9645,"江尻口 (0.857) | 西口 (0.960)"
tr_img_06664,12,0.8829,"オッ (0.978) | イケル (0.918) | ハンバーグ (0.776) | 430円 (0.786) | 220円 (0.998) | ト (0.849) | ライスセッ (0.978) | 味噌汁付き) (0.907) | おかわり目由 (0.896) | 2月 (0.606) | だよ! (0.991)"
tr_img_06665,2,0.9240,"新矢七橋 (0.867)"
tr_img_06666,8,0.9320,"中奥区 (0.926) | 日本商く豚町丁目 (0.600)"
tr_img_06667,1,0.9529,"ひひき (0.953)"
tr_img_06668,15,0.9373,"総武線 (1.000) | (各駅停車) (0.954) | 秋葉原 (0.999) | 新宿 (1.000) | 中野・ (0.984) | 上野方面 (1.000)"
tr_img_06669,4,0.9608,"中原区 (0.991) | 木月 (0.969) | 8丁目 (0.885)"
tr_img_06670,9,0.8073,"目央に照朝し橋り (0.563) | 最 (0.968) | 揚 (0.876) | 一み目の橋で (0.509) | 橋 (1.000) | に (0.983) | は (0.985) | 際田川か (0.568) | 江戸切絵図 (0.813)"
tr_img_06671,8,0.8075,"もつカ! (0.553) | カレー総研公認 (0.916) | 力レ (0.657) | 一煮込み (0.968) | カレー総研公認 (0.976) | カレー煮込み (0.884) | 清 (0.938)"
tr_img_06672,0,0.0000,""
tr_img_06673,0,0.0000,""
tr_img_06674,2,0.8271,"ステーショシホード (0.961)"
tr_img_06675,10,0.9285,"本日の営業は (1.000) | 終了いたしました。 (0.951) | 営業時間 (0.997)"
tr_img_06676,1,0.5382,"大 (0.538)"
tr_img_06677,1,0.9499,"オズ (0.950)"
tr_img_06678,6,0.7757,"低圧 (0.681) | 南12条西8丁目 (0.982)"
tr_img_06679,6,0.8972,"ショッピング街 (0.993) | (パルシェ (0.850)"
tr_img_06680,7,0.9102,"柳川公園 (1.000) | 行免 (0.789) | 調布市コミュニテイバス (0.899) | 仙川 (1.000) | 駅 (1.000) | 仙01 (0.918)"
tr_img_06681,1,1.0000,"小池 (1.000)"
tr_img_06682,1,0.7384,"ブクハウス757 (0.738)"
tr_img_06683,26,0.9606,"公共施設 (1.000) | だいだいいろ (0.990) | 文化施設 (1.000) | むらさまいろ (0.868) | 宿泊施設 (1.000) | みどりいろ (0.964) | 総合販売 (1.000) | みすいる (0.938) | レジャー (0.988) | ももいろ (0.991) | 般建物 (1.000) | ちやいろ (0.964) | お問い合わせは (0.971) | 交通県本本部 (0.923)"
tr_img_06684,1,0.5467,""
tr_img_06685,4,0.9447,"日本橋 (0.998) | 人形町 (0.877) | 一丁目 (0.930)"
tr_img_06686,3,0.7445,"南ノ条テア整骨院 (0.810) | ＳＥＬＫｏゃＳぃＬＮ (0.565)"
tr_img_06687,7,0.9277,"日吉 (1.000) | 元住吉 (0.992) | 綱島 (0.991) | ひよし (0.998)"
tr_img_06688,3,0.8675,"場内徐行 (0.930)"
tr_img_06689,1,0.6799,""
tr_img_06690,2,0.7250,""
tr_img_06691,1,0.9382,"サイクル&バスライド (0.938)"
tr_img_06692,4,0.8794,"バス (0.522) | ここは (0.999) | 水天宮前 (0.997)"
tr_img_06693,0,0.0000,""
tr_img_06694,3,0.8490,"宮代町 (1.000) | ここりら (0.721)"
tr_img_06695,4,0.7869,"香るStick (0.975)"
tr_img_06696,13,0.8857,"注 (1.000) | 意 (0.994) | 車両高さ制限 (0.996) | カサ・ウィズタリア (0.887) | もして居) (0.601) | ウイークリークラブサ (0.979) | 生活必需品完備 (0.814)"
tr_img_06697,1,0.7906,""
tr_img_06698,1,0.9689,"高野 (0.969)"
tr_img_06699,2,0.5483,"豚は前応目 (0.565) | 町赤豚のバラ (0.532)"
tr_img_06700,7,0.9585,""
tr_img_06701,0,0.0000,""
tr_img_06702,51,0.8951,"桜上水 (1.000) | 当駅構内施設の階層図 (1.000) | 男子トイレ (0.920) | 工スカレ (0.850) | 条内所 (0.701) | 女子トイレ (0.997) | 階段 (1.000) | だれでもトイレ (0.999) | コインロッカー (0.995) | 待合室 (1.000) | 自動体外式除細動器 (0.951) | エレベーター (0.965) | 現在地から地上までの (1.000) | バリアフリー主要ルート (0.986) | 北口方面口 (0.880) | 地上出口へ (0.878) | コンコ (0.706) | ス階 (0.954) | ム (0.992) | ツム督 (0.537) | ホーム階へ (0.902) | ホ一ム噌 (0.794) | 南口方面出口 (0.992) | 新宿 (1.000) | 方面 (0.962) | 現在地 (0.995) | 地上出口 (0.933) | 改札階へ (0.929) | 改札階へ (0.889) | 改札階 (0.945) | 改民階へ (0.681) | 橋本方面 (0.999) | 京王八王子・高尾山口 (0.956) | ホ一ム店 (0.743)"
tr_img_06703,38,0.9814,"出口 (0.999) | 琴似小学校 (1.000) | 琴似神社 (0.999) | 琴似屯田兵村兵屋跡 (0.983) | 西区民センタ (0.986) | 西区役所 (1.000) | 西保健センタ (0.981) | 五郵便局 (0.995) | 山の手図書館 (1.000)"
tr_img_06704,4,0.9568,"日本橋 (0.994) | 人形町 (0.959) | 一丁目 (0.906)"
tr_img_06705,3,0.7808,"二の物は (0.741) | イシターネット (0.975) | 飛科で更い放上 (0.627)"
tr_img_06706,6,0.7957,"丸ぶ (0.882) | 丸ぶ (0.866) | 創業記念 (0.950) | 別ご奉仕会 (0.874) | 当もん (0.558) | 1-005し (0.644)"
tr_img_06707,5,0.8548,"20時まで (0.831) | セット (0.836) | 000夫 (0.969) | アサヒぷいんと (0.917) | プソントショッブ (0.722)"
tr_img_06708,6,0.8859,"真崎灯台今 (0.902)"
tr_img_06709,7,0.9680,"幌西 (0.987) | キッズ公園 (0.941) | 南14条西15丁目 (0.997) | 札幌市中央区 (0.992) | 連絡先 (1.000) | 中央区土木部維持管理課 (0.988)"
tr_img_06710,8,0.8982,"北野四丁目 (0.970) | 行先 (0.945) | 調布市コミュニティバス (0.941) | 仙川駅 (1.000) | 仙01 (0.926) | 仙川駅緑ヶ丘 (0.978) | く信現パス! (0.543) | 路線運行図 (0.882)"
tr_img_06711,1,0.7017,"商 (0.702)"
tr_img_06712,5,0.7581,"晩弘御殿 (0.547) | 鳥魚 (0.606) | 彦酒屋 (0.992)"
tr_img_06713,4,0.9788,"中原区 (1.000) | 木月 (0.993) | 4丁目 (0.983)"
tr_img_06714,16,0.9062,"中島公園 (0.925) | Lトフト大ロI (0.611) | 中品公院 (0.950) | 中島公園 (1.000) | 地下鉄中島公園駅 (0.856) | トフト大IロI (0.528) | 地鉄中品公園站 (0.984) | 地鐵中島公園店 (0.978)"
tr_img_06715,3,0.9667,"中の島1条３丁 (0.914)"
tr_img_06716,9,0.8450,"熊処条三 (0.570) | 写 (0.642) | 営業時間 (0.991) | 月〜本:170002：00日究007000 (0.757) | 地下1階 (0.995) | 金・土17：80〜8：00 (0.931) | 目曜目 (0.809) | 定休目 (0.999)"
tr_img_06717,4,0.8254,"日本悟 (0.781) | 形町勢 (0.692) | 二丁目 (0.838)"
tr_img_06718,1,0.5197,"成城一一スアカデミラ1 (0.520)"
tr_img_06719,4,0.7680,"円山店 (0.747) | 不動産の (1.000)"
tr_img_06720,4,0.9654,"清水橋北 (0.927)"
tr_img_06721,1,0.6335,"川イツ持田 (0.634)"
tr_img_06722,3,0.7075,"日ホ橋 (0.800) | 」目 (0.703)"
tr_img_06723,4,0.8549,"ほ (0.527) | の巻 (0.901)"
tr_img_06724,4,0.9932,"中原区 (0.998) | 木月 (0.998) | 2丁目 (0.978)"
tr_img_06725,14,0.9888,"興津 (1.000) | 清水駅 (0.999) | 日本平 (1.000) | 船越 (1.000) | 清水港 (1.000)"
tr_img_06726,0,0.0000,""
tr_img_06727,16,0.8373,"柳川公園 (0.963) | 行先 (1.000) | 調布市コミュニテイバス (0.932) | 仙川駅 (0.995) | 仙01 (0.961) | 仙川駅今緑ヶ丘 (0.969) | <循環バス! (0.864) | 路線運行図 (0.999) | 緑ヶ良児叢館 (0.546) | O北野四丁目 (0.877) | O郡川公園 (0.631) | 公園前団独北口 (0.833) | O市民テニスコート入ロ (0.752) | 緑 (0.961) | 霧の (0.581)"
tr_img_06728,15,0.8805,"ワ全線きっぷうりば (0.753) | 自動き (0.946) | もの (0.519) | 新 (0.968) | 自動きっぷラり (0.896)"
tr_img_06729,4,0.9043,"田丁目 (0.775)"
tr_img_06730,15,0.8993,"システムトイレ (0.905) | シートタイプ (0.895) | 各社共通 (0.998) | 明めきったお部屋でも (0.900) | 週間二オわない! (0.991) | の色が (1.000) | シート (0.852) | 周分の (0.782) | オンッコを (0.855) | らくく吸収 (0.884) | 1週聞消具抗菌 (0.783) | ユニチャーム (0.963) | ペットケア (0.995) | デオトイレ (0.688)"
tr_img_06731,2,0.9847,"南13条西10丁目 (0.977)"
tr_img_06732,5,0.7400,"3この堤防高は (0.855) | 海板 (0.994) | 津 (0.615)"
tr_img_06733,13,0.9413,"昭和通り口 (0.998) | 日比谷線 (0.986) | 化粧室 (0.995) | 昭和路出口 (0.999) | 善子 (0.847) | 公共阿所 (0.822) | 斗卦會 (0.638)"
tr_img_06734,1,0.5523,"静鉄ラクシーのりば (0.552)"
tr_img_06735,0,0.0000,""
tr_img_06736,18,0.7305,"週末ス (0.718) | 8730円 (0.982) | 2560円 (0.938) | 娘入日に (0.875) | 幾流は (0.541) | ブ山ーリア内 (0.708) | 土休日の (0.901) | ご利南開沿日の (0.743) | シリーバス (0.571) | 2日0荷幼 (0.790) | 前白まで (0.769) | 一バスだが (0.648) | 東時タ(ブのフリ (0.612) | 楽しみふじさいお! (0.665) | お(い! (0.507) | 主休百の2日間 (0.651) | ご自由にね取り下さい (0.919)"
tr_img_06737,1,0.6576,""
tr_img_06738,0,0.0000,""
tr_img_06739,3,0.8020,"(氏金郡 (0.725) | 沿 (0.804)"
tr_img_06740,12,0.8656,"Dビ (0.687) | 有機 (0.999) | 天津甘栗 (0.912) | モンド (0.973) | セレクション (0.950) | 金賞受賞 (1.000)"
tr_img_06741,20,0.9549,"清水マリンパーク・イベント広場 (0.993) | 日の出埠頭 (0.984) | 港湾合同庁舎 (0.917) | マリンビル (0.998) | マリンターミナル (0.997)"
tr_img_06742,2,0.9612,"地方発送 (0.991) | 承ります! (0.932)"
tr_img_06743,23,0.9304,"埼京線 (0.999) | 埼京線 (0.999) | 赤羽 (1.000) | 武蔵浦和 (0.996) | 池袋・新宿･大崎 (0.856) | 大宮川越方面 (0.998) | りんかい線方面 (0.930) | 南口改札 (1.000)"
tr_img_06744,11,0.8370,"近勝リリバークの (0.886) | ご案内 (0.945) | 洋のリ川ヒク (0.625) | 南12西6駐車場 (0.986) | 三井のリパーク (0.841) | 南13西6駐車場 (0.996) | 現在地 (0.907) | 駐めやすさは、 (0.799) | 三井のリパ一ーク (0.769) | 川 (0.833)"
tr_img_06745,1,0.9999,""
tr_img_06746,25,0.9041,"エキパ]地下駐車場 (0.908) | エキパ」地下停年場 (0.803) | 静岡中央郵便局 (0.970) | 静図中央局 (0.914) | 静岡音楽館 (0.990) | 静音黍廂 (0.585) | タクシーのリは (0.993) | 副人舎乙 (0.735) | 出租牟站 (0.893)"
tr_img_06747,2,0.5374,"山央以 (0.504) | 南げ条国9二2 (0.571)"
tr_img_06748,13,0.8939,"無断駐車禁吐 (0.851) | 無断駐車の車はレッカーにて専用駐車場 (0.980) | へ移動し (0.934) | 1河国以上 (0.743) | 不法庭車料金時間に付き (0.930) | 500円を頂きます (0.865) | 又1の日を過ぎた場合は勝手に処分致し (0.944) | ます。 (1.000) | 事故等については一切青任は (0.936) | 負いません (0.998) | 無断駐車警理愛議念社 (0.815) | (おワイン・パーキシグセシター (0.678)"
tr_img_06749,4,0.8126,"出 (1.000) | 入口 (0.579) | 人口 (0.720)"
tr_img_06750,1,0.9439,""
tr_img_06751,12,0.9787,"出口 (0.927) | JR静岡駅 (0.999) | タクシー乗場 (0.978) | 駅前交番 (1.000)"
tr_img_06752,15,0.8567,"静岡駅 (0.998) | 静図站 (0.947) | JR人I天PノIg (0.702) | バスのリば (0.997) | 印人印印雪 (0.579) | 公交牟站 (0.805)"
tr_img_06753,30,0.9907,"出口 (0.997) | MOAアートホールゴ七海道 (0.934) | 札幌第一病院 (1.000) | 静和記念病院 (0.998) | 西老人福祉センター (0.921) | 北海道獣医師会館 (0.980) | ポリテクセンター北海道 (0.998)"
tr_img_06754,0,0.0000,""
tr_img_06755,1,0.5889,"コ-ヒ (0.589)"
tr_img_06756,21,0.8638,"京滅時使用司 (0.990) | 夫印面を上にして (0.924) | 方向を合わせて挿入 (0.933) | してください (0.943) | つee (0.565)"
tr_img_06757,10,0.9816,"お手洗い (0.996) | JR清水駅 (0.896) | 清水区役所 (0.996)"
tr_img_06758,3,0.9998,"仙川 (1.000) | をきれいに美し (1.000) | 東京都 (1.000)"
tr_img_06759,5,0.8220,"ダイエットレらギのカラダヘ (0.896) | 小ツトヨナ (0.660) | 女性 (0.750) | 専用 (0.997)"
tr_img_06760,1,0.6830,"っ占です (0.683)"
tr_img_06761,0,0.0000,""
tr_img_06762,2,0.9710,"南14条西9丁目 (0.953)"
tr_img_06763,3,0.9002,"五T目 (0.820) | 水04195６道 (0.884)"
tr_img_06764,3,0.5689,"製創元条 (0.657) | や地友 (0.522) | 御も常よ歩屋のめ (0.527)"
tr_img_06765,5,0.9570,"交通 (0.999) | 事故 (0.995) | 打ち (0.994) | むち (0.807) | 各種保険取 (0.990)"
tr_img_06766,17,0.9417,"アリンス (0.617) | 真空チルド (0.999) | 製氷 (0.908) | 製氷停止 (0.968) | 節電 (0.742) | 冷凍 (1.000) | 冷蔵 (1.000) | 製氷 (0.984) | 冷却モード (0.977) | 真空チルド (0.998) | 操作部ロツク (0.931) | おそうじ (0.990) | デリシヤス冷凍 (0.957) | (3秒押し) (0.997) | (5秒押し) (0.990) | (3秒押し) (0.999)"
tr_img_06767,6,0.9208,"3月3 (0.802) | 手前の角左折 (0.968) | すく左側 (0.870) | 宝町3 (0.995)"
tr_img_06768,1,0.6492,"高原ギ (0.649)"
tr_img_06769,1,0.9586,""
tr_img_06770,1,0.5087,"日田十山ののぐす (0.509)"
tr_img_06771,9,0.6610,"プリン本常 (0.788) | 」ク (0.518) | 侍 (0.550) | アソン本餅 (0.688) | プン本餅 (0.547) | テすきの店 (0.753) | すすの店 (0.577) | すすきの店 (0.959)"
tr_img_06772,5,0.7382,"安全にご利用いただくために (0.991) | 次のことにご注意くだきい (0.977) | 走っま (0.510) | 全き込まれたいように (0.703) | 組いまのがなまわないたつに (0.510)"
tr_img_06773,3,0.9949,"小芝神社 (1.000)"
tr_img_06774,0,0.0000,""
tr_img_06775,33,0.9224,"セキュリティパーキングシステム駐車場 (0.996) | 30分/100円 (0.971) | 60分/100円 (0.926) | 夜間最大料金 (0.996) | 500円 (0.937) | ツルハドラッグ南8条店様ご利用で (0.978) | 60分無料となります (0.998) | Ｊセキュリティパーキングシステム (0.947) | ＪＰＭパ一ク南８条 (0.864) | 当駐車場は (0.960) | 聖門のナシン (0.510) | 車両を拘束する機器は一切こさいませんが (0.974) | お帰りの際には (0.910) | 必ず精 (0.695) | 算機にて駐車料金を (0.906) | 所在地：北海道札幌市中央区南8条西7丁目 (0.992) | お支私い下さい。 (0.970) | 徴収に要した費用 (0.978) | 駐車料金を未私いで出庫された場合は (0.906) | 未私い駐車料金の他 (0.870) | 全てを後日請求させていただきます。 (0.970) | また刑法の規定によの犯罪行為となのますので (0.930) | 日本駐車場メンテナンス(株) (0.950) | 緊急連絡逸 (0.786) | あらかじめ往御注意願います (0.911)"
tr_img_06776,6,0.8610,"喫席 (0.870) | 35席 (0.965) | 30席 (0.967) | ひェエド (0.508)"
tr_img_06777,10,0.9883,"午前の受付 (1.000) | 7時80 (0.981) | 分から (1.000) | 11時30 (0.917) | 分 (1.000) | 午後の受付 (0.995) | 時から (0.998) | 時 (1.000)"
tr_img_06778,2,0.9632,"中の島1条3丁目 (0.941)"
tr_img_06779,8,0.9975,"三田 (0.997) | みた (1.000) | 芝公園 (1.000) | 白金高輪 (0.987)"
tr_img_06780,6,0.7503,"ールフェア開催中 (0.904) | ジ正 (0.798) | 0%0門 (0.706)"
tr_img_06781,0,0.0000,""
tr_img_06782,1,0.6380,"Oつ東日六本社ビ川 (0.638)"
tr_img_06783,5,0.8080,"PＡＲＳペルッア (0.851) | ペルシャ縅露 (0.668) | キリム・サラサ直輸入 (0.995) | ペルシャ彼条置朝入 (0.583)"
tr_img_06784,27,0.8906,"静岡県庁 (0.999) | 静具庁 (0.806) | 御幸町 (1.000) | スラジメジ (0.620) | 御幸町 (1.000) | 駿府城公園 (0.989) | その祖北から爪い山のマ (0.751) | 山会 (0.667) | 府城公 (1.000) | 企平下 (0.750) | 新静岡駅 (1.000) | 新静図站 (0.904) | 伝馬町 (1.000) | 西店 (0.500) | 侍弓町 (0.719)"
tr_img_06785,4,0.8799,"徐行 (1.000) | 最 (0.977) | 設差、公暫に (0.796) | ご注意くだごい (0.747)"
tr_img_06786,8,0.9420,"`案内 (0.890) | 小田急線では、 (0.987) | 都営大江工戸線の (0.959) | 最終軍車への接続はしておりません (0.897) | 電車が遅れたり、乗り換えに時間が (0.895) | かかると、間に合わない場合があります (0.993) | ご利用のお客さまはご注意ください。 (0.915) | 駅長 (1.000)"
tr_img_06787,0,0.0000,""
tr_img_06788,3,0.5408,"パラトククランッアをクシ全んイは (0.556) | フインドッェャを (0.552) | ハピーアッパクマク (0.514)"
tr_img_06789,5,0.7500,"日水酒 (0.762) | 清水港次郎長シリズ (0.858) | 太 (0.532)"
tr_img_06790,0,0.0000,""
tr_img_06791,1,0.9617,""
tr_img_06792,1,0.5484,"ラ飛貧海透物 (0.548)"
tr_img_06793,1,0.8775,"8藤子スタジオ (0.878)"
tr_img_06794,4,0.9480,"万世町中 (0.997) | 軽重両圧 (0.877)"
tr_img_06795,5,0.9087,"鷹市 (0.796) | 北野四丁 (0.818)"
tr_img_06796,0,0.0000,""
tr_img_06797,1,0.6494,""
tr_img_06798,22,0.9290,"青永次郎長の生家 (0.933) | 清水次郎長出生之家 (0.955) | 青永マリンビル (0.951) | 清水海洋大 (0.995) | 人可 (0.746) | エスパルスドリームプラザ (0.999) | S-Pulse琴勾一場 (0.620) | 山人晋人堂司平訂式 (0.604) | フェルヶケール博物館 (0.928) | 清水港湾博物館 (0.963) | Verkehr博物箱 (0.906)"
tr_img_06799,6,0.8775,"販売中 (0.999) | 円 (1.000) | お札中止 (0.979) | つり銭切れ (0.934) | れたまシつのあるまいは (0.618) | とないますのでごおほはお止めくさい (0.735)"
tr_img_06800,6,0.8610,"キャンペーン (0.965) | 大人気コ三ス (0.732) | 足(フツトン十整体(ボデイ (0.720) | 40分 (0.858) | 30分 (0.897) | 5000円 (0.994)"
tr_img_06801,6,0.9946,"大江戸線 (0.988) | 新宿駅 (1.000)"
tr_img_06802,6,0.9125,"簡単安和 (0.737) | 全自動 (0.996) | 啓通り店 (0.992) | コインランドリー (0.964) | ふわふわランド (0.918)"
tr_img_06803,4,0.9955,"中原区 (0.984) | 木月 (0.999) | 1丁目 (0.999)"
tr_img_06804,8,0.8233,"千歳通 (0.993) | が見だい。 (0.771) | お君徒を美買にしたい (0.754) | お冬第と第に美園 (0.525)"
tr_img_06805,1,0.9807,"北 (0.981)"
tr_img_06806,2,0.9328,"東日本檜 (0.956) | 三丁目 (0.910)"
tr_img_06807,1,0.9931,""
tr_img_06808,1,0.5524,"目販 (0.552)"
tr_img_06809,4,0.8914,"地方発送承ります (0.974) | 部 (0.992) | 水 (0.996)"
tr_img_06810,0,0.0000,""
tr_img_06811,5,0.7927,"みた (0.999)"
tr_img_06812,3,0.9668,"江尻東 (0.991)"
tr_img_06813,4,0.7255,"インド・チベット・ネパール料理店 (0.997) | カレ一は越薬膳! (0.603) | ザ激能 (0.741) | ヒマシ十仙楽部 (0.560)"
tr_img_06814,2,0.8526,"さえる (0.959) | 冬の奥大瀬 (0.746)"
tr_img_06815,3,0.8625,"2輪車 (0.883) | 三TC (0.821) | 我店 (0.884)"
tr_img_06816,3,0.6891,"ヘレイ (0.626) | とん (0.694)"
tr_img_06817,1,0.5118,"ち丁月の (0.512)"
tr_img_06818,4,0.9224,"医療法人社団 (0.985) | 内田藤科医院 (0.784) | 内剛会 (0.996)"
tr_img_06819,20,0.9202,"エキパ地下駐車場 (0.997) | エキパ」地下停奉珣 (0.816) | 静岡中央郵便局 (1.000) | 静図中央邸局 (0.961) | 山天生引季g学知字 (0.524) | 静岡音楽館 (0.999) | 静図音館 (0.880)"
tr_img_06820,2,0.7249,"坂場 (0.636) | 月町売中原区奈月2-69: (0.814)"
tr_img_06821,7,0.9200,"OSBパワードブレミアムサウンド (0.922) | USBパワードスピーカの革命 (0.892) | 最新テクノロジーで業界をリードする (0.984) | 技術集団の新ブランド0Iās0ñicが贈る (0.896) | ハイパワープレミアムサウンド (0.997)"
tr_img_06822,7,0.7005,"電重乗 (0.710) | 寝てても貯まる (0.919) | 西 (0.519) | ポインしが (0.613) | 書車で下多する入になろろ (0.763)"
tr_img_06823,1,0.9208,"南11西8 (0.921)"
tr_img_06824,4,0.8768,"南部ルート (0.899) | 都営西国駅 (0.884) | 墨メ役所 (0.970) | 左面 (0.755)"
tr_img_06825,4,0.9193,"芝 (0.918) | 五丁日 (0.968) | 永008283道 (0.792)"
tr_img_06826,4,0.8373,"奈川会院 (0.561) | の先 (1.000) | 木場6-9-8 (0.811)"
